Epoch,train_loss_tcga_classical_Q0_20250930_160554,val_loss_tcga_classical_Q0_20250930_160554,train_loss_tcga_classical_Q0_20250930_160851,val_loss_tcga_classical_Q0_20250930_160851,train_loss_tcga_classical_Q0_20250930_161005,val_loss_tcga_classical_Q0_20250930_161005,train_loss_tcga_quantum_Q1_20250930_161005,val_loss_tcga_quantum_Q1_20250930_161005,train_loss_tcga_quantum_Q2_20250930_161005,val_loss_tcga_quantum_Q2_20250930_161005,train_loss_tcga_quantum_Q3_20250930_161005,val_loss_tcga_quantum_Q3_20250930_161005,train_loss_tcga_quantum_Q4_20250930_161005,val_loss_tcga_quantum_Q4_20250930_161005,train_loss_tcga_quantum_Q5_20250930_161005,val_loss_tcga_quantum_Q5_20250930_161005,train_loss_tcga_classical_Q0_20250930_164818,val_loss_tcga_classical_Q0_20250930_164818,train_loss_tcga_quantum_Q1_20250930_164818,val_loss_tcga_quantum_Q1_20250930_164818,train_loss_tcga_quantum_Q2_20250930_164818,val_loss_tcga_quantum_Q2_20250930_164818,train_loss_tcga_quantum_Q3_20250930_164818,val_loss_tcga_quantum_Q3_20250930_164818,train_loss_tcga_quantum_Q4_20250930_164818,val_loss_tcga_quantum_Q4_20250930_164818,train_loss_tcga_quantum_Q5_20250930_164818,val_loss_tcga_quantum_Q5_20250930_164818
0,3.169401435291066,2.927864789962769,3.1472450564889347,2.882161855697632,3.227686503354241,2.9485050439834595,3.41808978249045,3.317975640296936,3.5188449831569897,3.4235843420028687,3.401926026624792,3.300214409828186,3.395823029910817,3.2936712503433228,3.406684034010943,3.2898043394088745,3.2195346355438232,2.9561145305633545,3.4394532512216007,3.3343886137008667,3.415559123544132,3.313034176826477,3.415665949092192,3.3215044736862183,3.440631768282722,3.328525424003601,3.464953296324786,3.368257522583008
1,2.8169847516452564,2.7360159158706665,2.784284731921028,2.671635746955872,2.833330505034503,2.753087043762207,3.2781976110794964,3.23835289478302,3.3765052486868465,3.341470003128052,3.2380607829374424,3.2045825719833374,3.2394828936632942,3.2024654150009155,3.24512194184696,3.2000890970230103,2.848488653407377,2.744536638259888,3.275559004615335,3.236217141151428,3.2682855549980614,3.229635000228882,3.2655471212723675,3.241188168525696,3.287397398668177,3.2443273067474365,3.320450754726634,3.2858718633651733
2,2.6436304204604206,2.580470085144043,2.606134204303517,2.52114200592041,2.65841007232666,2.593849897384644,3.2091758671928856,3.1804035902023315,3.3050604147069595,3.280178427696228,3.158137728186215,3.1364086866378784,3.167002088883344,3.140956163406372,3.1696189571829403,3.1358327865600586,2.671623636694516,2.59263288974762,3.189916302176083,3.1581027507781982,3.198901232551126,3.1715108156204224,3.197825473897597,3.1864309310913086,3.2164432020748364,3.185913324356079,3.2514032195596134,3.2255338430404663
3,2.4974038039936737,2.443368911743164,2.461532312280992,2.384321928024292,2.508005226359648,2.4556504487991333,3.152749538421631,3.1283477544784546,3.246784168131211,3.2279924154281616,3.0955331185284782,3.077833890914917,3.1120612621307373,3.090727686882019,3.112183739157284,3.082503914833069,2.5254799478194294,2.4538036584854126,3.118253132876228,3.0881459712982178,3.145563840866089,3.1226848363876343,3.1454860462861904,3.1404796838760376,3.161834885092343,3.1348477602005005,3.196604644550997,3.174977660179138
4,2.3624596034779266,2.3109201192855835,2.3276152470532585,2.253087401390076,2.3701982778661392,2.324947237968445,3.10021832410027,3.077955365180969,3.195067700217752,3.178649425506592,3.039509689106661,3.024477005004883,3.063918211880852,3.044785499572754,3.060924403807696,3.033586978912353,2.3872580107520607,2.323078751564026,3.051057955797981,3.02063536643982,3.0969802772297577,3.076098918914795,3.0997604061575497,3.097625732421875,3.112398989060346,3.088708519935608,3.1473696792826935,3.1281089782714844
5,2.231285712298225,2.1849292516708374,2.1995639240040497,2.129493236541748,2.2391104417688705,2.1990612745285034,3.0484360947328457,3.0282050371170044,3.144565175561344,3.130710482597351,2.986714306999655,2.9737967252731323,3.019613083671121,3.00125539302826,3.0132724537568936,2.9874075651168823,2.257231824538287,2.1987446546554565,2.9837527134839226,2.954455137252808,3.0503807769102207,3.029624342918396,3.054867786519668,3.056076169013977,3.0675504628349755,3.046170234680176,3.1020211331984577,3.083400249481201
6,2.1070138145895565,2.0669957399368286,2.077958015834584,2.011821448802948,2.115113244337194,2.082569003105164,2.998581297257368,2.979532480239868,3.095282484503353,3.082953929901123,2.9352629745707794,2.9223145246505737,2.9772940944222843,2.959474921226501,2.9683478159063004,2.943396210670471,2.133564093533684,2.0822036266326904,2.9202454651103302,2.8924425840377808,3.0039988545810474,2.984046220779419,3.0119197789360497,3.0142900943756104,3.025266170501709,3.006775379180908,3.058946216807646,3.0419143438339233
7,1.9910231337827795,1.9570488333702087,1.96331799030304,1.899888515472412,1.996783011099872,1.9683279991149905,2.949476129868452,2.9323915243148804,3.045621801825131,3.0348109006881714,2.8844919625450585,2.8716354370117188,2.935779403237736,2.919604539871216,2.9240897403043857,2.899435043334961,2.0160352061776554,1.9688867330551147,2.858014148824356,2.8314192295074463,2.958457526038675,2.9392718076705933,2.969646776423734,2.974033832550049,2.9855802059173584,2.969838500022888,3.0188724153182087,3.0028706789016724
8,1.8804903170641727,1.8500162959098816,1.8549042729770435,1.7971741557121277,1.8842507390414969,1.8625090718269348,2.898912275538725,2.883773922920227,2.996713778551887,2.9873180389404297,2.8337901059319,2.820991516113281,2.896837318644804,2.881371140480041,2.880435410667868,2.856786608695984,1.9040038725909063,1.8640421032905576,2.7973487236920525,2.773097395896912,2.912733624963199,2.894268274307251,2.929001976461972,2.935466408729553,2.948473467546351,2.9333568811416626,2.979936543632956,2.9665300846099854
9,1.776749751147102,1.7534947395324707,1.7546671839321362,1.6994268298149109,1.7794138613869162,1.762664020061493,2.8488433220807243,2.8339236974716187,2.948090286815868,2.93865430355072,2.7814866935505584,2.7694613933563232,2.8584063754362217,2.8447580337524414,2.838552853640388,2.816285729408264,1.799623082665836,1.7656818628311155,2.740051984786988,2.7158039808273315,2.8677384292378143,2.850493550300598,2.8895492553710938,2.898300647735596,2.911663392010857,2.8986332416534424,2.943974214441636,2.9311052560806274
10,1.6792903928195728,1.660803139209747,1.658330517656663,1.6131612062454224,1.6802408695220947,1.6712369918823242,2.798125898136812,2.784705758094788,2.897415175157435,2.889840245246887,2.730339961893418,2.718046903610229,2.8218895828022674,2.8090760707855225,2.798206329345703,2.7776646614074707,1.702077122295604,1.6746861338615415,2.6811546157388126,2.6586647033691406,2.822994765113382,2.8067939281463623,2.8513917081496296,2.862736701965332,2.8761666101567886,2.864535450935364,2.908249392228968,2.896214723587036
11,1.590040038613712,1.5764254331588743,1.5711889056598438,1.5274468064308169,1.5906452221028946,1.5849257707595823,2.747948239831364,2.735590934753418,2.847544894498937,2.839925527572632,2.6779495267307056,2.666973829269409,2.7867741725024056,2.774914503097534,2.7597754702848545,2.741418719291687,1.6115056907429417,1.5915997624397278,2.625088060603422,2.6051220893859863,2.7790143349591423,2.762624144554138,2.814492674434886,2.829708933830261,2.8423263325410733,2.8318679332733154,2.8730108036714443,2.8617106676101685
12,1.5054596311905806,1.4988088011741638,1.4905981316285974,1.4508939981460571,1.5067770130494065,1.5061614513397217,2.696102310629452,2.685075044631958,2.7963282781488754,2.788682222366333,2.6265959038453945,2.6173558235168457,2.752656614079195,2.741577386856079,2.7243474932277905,2.7071338891983032,1.526121132514056,1.513952136039734,2.5731164146872127,2.5559966564178467,2.7349531650543213,2.718806862831116,2.779941937502693,2.7960314750671387,2.8091226185069367,2.800337791442871,2.8382302733028637,2.8282012939453125
13,1.4298807873445398,1.4254130125045776,1.4159847007078283,1.3811709880828855,1.4283481766195858,1.4357168078422546,2.645741168190451,2.637328267097473,2.744541280409869,2.738412857055664,2.5751563661238728,2.565438270568848,2.719363198560827,2.709531784057617,2.6905517858617447,2.6750088930130005,1.4510857077205883,1.43895161151886,2.523396618225996,2.5094252824783325,2.6913007848403034,2.676988124847412,2.7448809146881104,2.763135552406311,2.777331211987664,2.7695666551589966,2.804927278967465,2.7955137491226196
14,1.3591311048058905,1.358403205871582,1.346323945943047,1.31675922870636,1.3594715735491585,1.368242859840393,2.597575285855461,2.590283870697021,2.6943381113164566,2.6882413625717163,2.5225142450893627,2.513194918632508,2.6880305514616123,2.6795207262039185,2.6575516251956715,2.64439857006073,1.3782334818559534,1.3744242787361145,2.477591472513536,2.4641313552856445,2.6495721901164337,2.63555645942688,2.709936338312485,2.7311036586761475,2.7464937322279988,2.740726947784424,2.77180973221274,2.762906551361084
15,1.292295077267815,1.2994909286499023,1.2821661093655754,1.2568214535713196,1.2960909885518692,1.3095239996910095,2.548711145625395,2.542231321334839,2.6434889681199016,2.638152599334717,2.470202179516063,2.459537982940674,2.658187347299912,2.650443196296692,2.6272860835580265,2.615306258201599,1.3121355070787315,1.3100577592849731,2.433735356611364,2.4230031967163086,2.608410400502822,2.595935821533203,2.6760286864112404,2.696928858757019,2.717341521207024,2.7132010459899902,2.7389134098501766,2.733837604522705
16,1.2334975775550394,1.2457967400550842,1.2242731346803553,1.2045078873634338,1.2369120962479536,1.2540518641471865,2.499182112076704,2.495039939880371,2.593817360260908,2.589291214942932,2.4177584648132324,2.408130407333374,2.629251073388492,2.622117161750793,2.598192621679867,2.5876859426498413,1.250887393951416,1.2541426420211792,2.392897647969863,2.382988929748535,2.569346133400412,2.558938145637512,2.641640719245462,2.6652055978775024,2.688894804786233,2.68564510345459,2.709416052874397,2.7055433988571167
17,1.1808462142944336,1.1949093341827393,1.1717966093736536,1.156761348247528,1.1845839794944315,1.2043756246566772,2.4507789611816406,2.445446729660034,2.5441235794740567,2.5397311449050903,2.3642614869510425,2.355118989944458,2.6008888973909268,2.595347762107849,2.571049101212445,2.562376379966736,1.1949004285475786,1.2035781741142273,2.354993792141185,2.346362590789795,2.5310521546532128,2.5210626125335693,2.607577646479887,2.634502649307251,2.66193242634044,2.6593353748321533,2.682102960698745,2.677949547767639
18,1.1326415118049171,1.1506827473640442,1.1228257557925057,1.1104065775871277,1.134718607453739,1.161655306816101,2.4006795742932487,2.396064639091492,2.493614014457254,2.4886627197265625,2.310097904766307,2.3010562658309937,2.574774938471177,2.570669651031494,2.5451209404889275,2.5379468202590942,1.1466010808944702,1.1593226790428162,2.317884725682876,2.308998703956604,2.492078248192282,2.48239529132843,2.57550384016598,2.603864073753357,2.6354129314422607,2.6348185539245605,2.65379877651439,2.652707815170288
19,1.0878856111975277,1.109319508075714,1.0786268921459423,1.0675641894340515,1.0899752378463743,1.1191053986549375,2.352716095307294,2.350180745124817,2.4445744542514576,2.4428155422210693,2.2559305780074177,2.247013092041016,2.550341676263248,2.547043204307556,2.520707719466265,2.5151736736297607,1.1000263200086706,1.114174723625183,2.28291514340569,2.275505781173706,2.454183901057524,2.4451632499694824,2.5426399848040413,2.5724050998687744,2.609774070627549,2.610272765159607,2.6282949447631836,2.628049612045288
20,1.0470872591523563,1.0737040042877195,1.0397363760892082,1.032683789730072,1.050782091477338,1.0842618346214294,2.3043165767894074,2.304729461669922,2.3989602818208584,2.398581624031067,2.1975330745472625,2.188446283340454,2.5269484800450943,2.525524139404297,2.4966947471394256,2.493977427482605,1.059279655708986,1.0790104269981384,2.2501202190623566,2.2434701919555664,2.4169936600853417,2.409513831138611,2.510084727231194,2.542195439338684,2.586019838557524,2.5880770683288574,2.603517546373255,2.603754997253418
21,1.0099828488686506,1.037610411643982,1.0016210745362677,0.9983384907245636,1.0141356377040638,1.0486981272697449,2.2570015963386085,2.2613362073898315,2.356401191038244,2.359643340110779,2.136311979854808,2.131324291229248,2.505866723902085,2.5046944618225098,2.4756769012002384,2.4733004570007324,1.0213866058517904,1.042457938194275,2.219000648049747,2.213157296180725,2.382644597221823,2.3778867721557617,2.4778560329886044,2.5116751194000244,2.563511848449707,2.5665119886398315,2.58097840757931,2.582857608795166
22,0.9759151094100056,1.009255588054657,0.9690294090439292,0.9670641124248504,0.9798785413012784,1.0189869403839111,2.214928963605096,2.2232580184936523,2.3170256895177506,2.321484684944153,2.0805971762713265,2.08101773262024,2.484622366288129,2.485613822937012,2.45513043684118,2.453697681427002,0.9879764598958632,1.0115578770637512,2.188852464451509,2.18577778339386,2.349009527879603,2.3454145193099976,2.445658866096945,2.481233835220337,2.5415968193727383,2.546666145324707,2.559414232478422,2.562378168106079
23,0.9460315213483924,0.9855911731719972,0.9386034222210154,0.941026896238327,0.9497886720825643,0.9908757209777832,2.1762674976797665,2.1890549659729004,2.279308725805844,2.286794185638428,2.02930748462677,2.0330272912979126,2.4654986718121696,2.4676332473754883,2.4353766020606544,2.4360508918762207,0.9550574737436632,0.9829866588115692,2.1611611141878018,2.159310817718506,2.317423806470983,2.315548777580261,2.412362196866204,2.450187563896179,2.5212542449726776,2.527701497077942,2.538696723825791,2.5434114933013916
24,0.9192472731365876,0.9565442204475404,0.9108851762378916,0.9142194986343384,0.9214964158394756,0.9649890959262848,2.139256856020759,2.155524969100952,2.244661864112405,2.2529741525650024,1.9818453438141768,1.991368055343628,2.4475986817303825,2.4510375261306763,2.416959832696353,2.4193215370178223,0.9268485903739928,0.9586940407752992,2.1357282330008114,2.135845184326172,2.2859778544482063,2.2863247394561768,2.3791513022254493,2.42020070552826,2.5023055777830234,2.510084867477417,2.519096655004165,2.5262750387191772
25,0.892913323991439,0.9346684813499452,0.8857390845523161,0.8937300741672516,0.8967441110049977,0.9436815083026886,2.1025831979863785,2.120824456214905,2.2118337434880875,2.22181248664856,1.938675698112039,1.956207156181336,2.4317829889409683,2.4359426498413086,2.4005517959594727,2.403513789176941,0.9017313227933996,0.9341131150722504,2.1121043597950653,2.114285707473755,2.257165277705473,2.258675217628479,2.3476406546200024,2.389930725097656,2.484715742223403,2.493764638900757,2.501920489703908,2.509069800376892
26,0.8701248449437758,0.914239376783371,0.8638502394451815,0.871227353811264,0.8742305811713723,0.9219876229763032,2.062995027093326,2.08407986164093,2.1790949316585766,2.1908726692199707,1.899680908988504,1.920877456665039,2.4160787498249725,2.421461820602417,2.384570360183716,2.3889834880828857,0.8771766704671523,0.9133622646331788,2.090349744347965,2.092745542526245,2.229762680390302,2.2322492599487305,2.317048255135031,2.3633580207824707,2.468107293633853,2.478346824645996,2.4853544796214386,2.4935152530670166
27,0.8479205299826229,0.8958541452884674,0.8406212645418504,0.8521397411823273,0.8544188667746151,0.9024204313755037,2.0282829088323258,2.056604743003845,2.1486535633311554,2.160657048225403,1.863742968615364,1.8895243406295776,2.4018647390253403,2.407881617546081,2.3695624295402977,2.375433087348938,0.8560760512071497,0.8955132067203522,2.0700693270739388,2.074436068534851,2.2029017841114715,2.2091782093048096,2.2887368622948143,2.336551547050476,2.453008202945485,2.4646291732788086,2.470103656544405,2.4795079231262207
28,0.830307192662183,0.8790082931518555,0.8222637071329004,0.8367735743522644,0.8344367146492004,0.8856525123119354,1.999834649703082,2.0301625728607178,2.1205132288091324,2.1348588466644287,1.8310867057127111,1.859974205493927,2.3887440457063565,2.3958812952041626,2.355631281347836,2.3628703355789185,0.8374628319459803,0.8770251572132111,2.0520066513734707,2.0565398931503296,2.178464048049029,2.1863328218460083,2.2623968685374543,2.312763929367065,2.43835363668554,2.451337575912476,2.455905984429752,2.4662575721740723
29,0.813157204319449,0.864385336637497,0.8053754638223087,0.8216060698032379,0.817621483522303,0.8709394335746765,1.974647564046523,2.0095840096473694,2.096241123536054,2.111950159072876,1.802579452009762,1.8327412605285645,2.376420862534467,2.384293794631958,2.343964899287504,2.3516509532928467,0.8209145069122314,0.8615278601646423,2.034402272280525,2.040389597415924,2.1555216031916,2.164730668067932,2.238042564953074,2.290703535079956,2.425461446537691,2.439343333244324,2.442322338328642,2.4527350664138794
30,0.7987256330602309,0.8504298329353333,0.7911607517915613,0.8074180781841278,0.8023218757965985,0.8575786054134369,1.951292304431691,1.99201250076294,2.073498852112714,2.091650485992432,1.7746149441775154,1.810440957546234,2.36448969560511,2.374212861061096,2.332101373111501,2.3414281606674194,0.8057963322190678,0.8474513590335846,2.0189478116876938,2.027194380760193,2.1345671345205868,2.145875811576844,2.21371218737434,2.269400238990784,2.4136526584625244,2.428160309791565,2.4293428589315975,2.4418091773986816
31,0.7842944089104148,0.8381134569644928,0.7766712623483994,0.7967540919780731,0.788675473016851,0.8458490073680878,1.931065980125876,1.970924735069275,2.0530925778781666,2.0727516412734985,1.750592505230623,1.7906787991523745,2.354805076823515,2.3643717765808105,2.321608122657328,2.331916332244873,0.7912393107133753,0.8360663950443268,2.0045097645591285,2.01416563987732,2.1148942638846004,2.128227114677429,2.192729066399967,2.250235080718994,2.4026423201841465,2.4184229373931885,2.4187188569237206,2.431063175201416
32,0.7722260636441848,0.8270096480846405,0.7651018745758954,0.7839937210083008,0.77730051910176,0.8335159420967102,1.9134122624116785,1.9578516483306885,2.034200493027182,2.0571216344833374,1.7278102776583504,1.770201861858368,2.3452824143802418,2.356155753135681,2.3116718881270466,2.323122620582581,0.7792042423697079,0.8248734474182129,1.991225235602435,2.0003994703292847,2.0975672918207504,2.11435341835022,2.1715247070088104,2.2327858209609985,2.3925617442411533,2.409063458442688,2.4087270848891316,2.422402262687683
33,0.761407336767982,0.8175011277198792,0.7528617276864893,0.7754001617431641,0.7654399345902836,0.8259685337543488,1.8958062845117905,1.9428557753562927,2.018683061880224,2.041945695877075,1.7103308158762314,1.7539061903953552,2.3372226462644687,2.348693013191223,2.303092367508832,2.315598607063293,0.7689500486149508,0.8149288892745972,1.9798581249573648,1.9908015131950376,2.08170979163226,2.099449634552002,2.1527877555173984,2.2159056663513184,2.3839264336754296,2.401270627975464,2.3998194582322063,2.414515972137451
34,0.7514439891366398,0.8108794391155243,0.7439899549764746,0.7681574523448944,0.7551344808410195,0.8159236013889313,1.881392710349139,1.9310601949691768,2.003415114739362,2.028871178627014,1.693119582007913,1.7396295070648191,2.329065182629753,2.34180235862732,2.2953080149257885,2.30898916721344,0.7586289749426001,0.8061316311359406,1.969227839918697,1.9809860587120056,2.0681707718793083,2.087213158607483,2.136589190539192,2.201229691505432,2.3749579541823445,2.3932982683181763,2.3911401804755714,2.406769633293152
35,0.7420063229168162,0.8027740120887756,0.735500223496381,0.7592408359050751,0.7472337764852187,0.8086687624454498,1.868215315482196,1.9197471141815183,1.990635836825652,2.017769455909729,1.6770339643254,1.7270416617393494,2.3228242116815903,2.3357053995132446,2.2884591747732723,2.303215742111206,0.7504765671842238,0.7992077171802521,1.9593544988071216,1.9728049635887144,2.055901723749497,2.0781444311141968,2.1224384167615105,2.188832402229309,2.3678249331081616,2.3864389657974243,2.3839620842653164,2.4006680250167847
36,0.7354989051818848,0.7956843674182892,0.7274175005800584,0.7535733878612518,0.7388279227649465,0.8026546537876129,1.8579799918567432,1.9108349680900567,1.980790152269252,2.007698655128479,1.6646847093806547,1.7161378860473633,2.3164555325227627,2.3307610750198364,2.28252838639652,2.2976406812667847,0.7429481744766235,0.7940064668655396,1.9509112554437973,1.9657933712005613,2.044241253067465,2.067836284637451,2.108807549757116,2.177955985069275,2.3605725484735824,2.3810079097747803,2.378218145931468,2.39499568939209
37,0.7280542149263269,0.7912298440933228,0.7216906056684607,0.7476505935192108,0.733851853538962,0.7965388298034668,1.8473012797972728,1.9020978212356567,1.9702746307148653,1.999327301979065,1.6537458125282736,1.7069442868232727,2.311060063979205,2.3260539770126343,2.2770778431611904,2.292461514472961,0.7360497713088989,0.7866368591785431,1.9436449373469635,1.959297060966492,2.0350187946768368,2.059991836547852,2.097673121620627,2.1684410572052,2.3551934747134937,2.375815510749817,2.3721856509937957,2.3901748657226562
38,0.7230052947998047,0.7861812710762024,0.7152145434828365,0.743224024772644,0.726758269702687,0.7929354608058929,1.839414743816152,1.895439505577088,1.962134129860822,1.9926565885543823,1.6441162684384514,1.6991037726402285,2.305559354669908,2.3215548992156982,2.2725758412305046,2.2888004779815674,0.7295634395935956,0.7821663916110992,1.937541302512673,1.954155147075653,2.0272478776819565,2.05379605293274,2.087192689671236,2.159175753593445,2.3501380611868465,2.371224164962769,2.3679526413188263,2.385912537574768
39,0.7194130245377036,0.7815331816673279,0.7103050140773549,0.7395713031291962,0.722554087638855,0.7876579165458679,1.831548999337589,1.889804184436798,1.9547086743747488,1.9866445660591123,1.63601772925433,1.6925836205482483,2.3018146683188045,2.3181086778640747,2.2681582535014435,2.285286426544189,0.7249106869978064,0.7787341773509979,1.933094908209408,1.94946038722992,2.020763838992399,2.0476688146591187,2.079193704268512,2.15166437625885,2.345570760614732,2.367351531982422,2.363797384149888,2.3825281858444214
40,0.713791195084067,0.779096394777298,0.7057057548971737,0.7357611656188965,0.7184121363303241,0.7852892577648163,1.8259307987549729,1.8854456543922424,1.9489467845243569,1.9816360473632808,1.6279391190584969,1.687293827533722,2.298977066488827,2.315516710281372,2.2650914472692154,2.282436847686768,0.7206149592119104,0.775291234254837,1.928327721707961,1.945533812046051,2.0145634833504173,2.0433257818222046,2.0725801832535686,2.1461931467056274,2.342502734240364,2.364502191543579,2.3596293505500343,2.3795143365859985
41,0.7114578485488892,0.7763207852840424,0.7030373881844914,0.7333707213401794,0.7135184266987968,0.782049298286438,1.820670822087456,1.8811893463134768,1.9434279413784248,1.977545976638794,1.6231854593052584,1.6816590428352356,2.296512211070341,2.3131558895111084,2.262955889982336,2.2803051471710205,0.7169692481265348,0.7719405591487885,1.923753205467673,1.9426106810569763,2.009753753157223,2.039139151573181,2.0657467561609604,2.141397953033448,2.339018232682172,2.3616973161697388,2.357190160190358,2.3770848512649536
42,0.7082271891481736,0.7740315496921539,0.6999060301219716,0.7308761477470398,0.7118002071100122,0.779777467250824,1.816660684697768,1.8784889578819275,1.940031745854546,1.9745168685913088,1.6183619288837208,1.6788915395736694,2.294025743708891,2.31111228466034,2.2604782581329346,2.2784630060195923,0.7138549334862653,0.7701478898525238,1.921335956629585,1.9401914477348328,2.005475135410533,2.0366525650024414,2.061093498678769,2.137539505958557,2.336797854479621,2.359910488128662,2.3543129247777603,2.375155210494995
43,0.7055199356640086,0.7725980877876282,0.6980368249556598,0.7295077443122864,0.7097068779608783,0.7782443463802338,1.8139478108462168,1.876123964786529,1.9370449711294733,1.9720738530159,1.614936442936168,1.6761406660079956,2.2914685081033146,2.309490203857422,2.2589189164778767,2.2770484685897827,0.7118905572330251,0.768178254365921,1.918607809964348,1.93833476305008,2.0035608656266155,2.034067988395691,2.058018235599293,2.134605884552002,2.334897167542401,2.358179450035095,2.3528707448173973,2.373595714569092
44,0.7042447538936839,0.7712501883506775,0.6959552940200356,0.7283802032470703,0.708123547189376,0.7770053744316101,1.8119454313726984,1.874405324459076,1.9356669958900004,1.9703277349472048,1.6130102522232954,1.6744331121444702,2.289879364125869,2.308329939842224,2.2575234244851505,2.2760703563690186,0.7099650922943564,0.7671139240264893,1.9170099356595207,1.9369029998779297,2.00122747000526,2.032371282577514,2.054034618770375,2.132441282272339,2.3330916937659767,2.3570868968963623,2.3516767305486344,2.372472643852234
45,0.7029482196359074,0.7704277336597443,0.6944437798331765,0.7274717092514038,0.7062764939139871,0.7760165333747864,1.809402704238892,1.8732444047927856,1.9336049556732176,1.9691624641418457,1.6109998717027552,1.673348605632782,2.288904204088099,2.3076047897338867,2.25604705249562,2.275417923927307,0.7089299454408533,0.766333132982254,1.9150185164283304,1.9359918236732483,1.9996218541089223,2.0314226746559143,2.0529449406792137,2.1309977769851685,2.332249038359698,2.3563069105148315,2.350183458889232,2.3718260526657104
46,0.7009893199976753,0.7699440717697144,0.6927391851649565,0.7267849743366241,0.7042458863819346,0.7757012844085693,1.808799280839808,1.8725630640983584,1.9319025348214545,1.9683700799942017,1.6088547145619112,1.6723295450210571,2.288788010092343,2.3071593046188354,2.2559627925648407,2.274978876113892,0.7079417319858775,0.7658006846904755,1.9145979180055503,1.9353620409965515,1.998166238560396,2.030746281147003,2.0513794001410988,2.129849076271057,2.331489689209882,2.35581374168396,2.349283414728501,2.3712615966796875
47,0.7010965487536263,0.7696219086647034,0.6935238487580243,0.7265156209468842,0.7052176244118634,0.7752788960933685,1.80698159161736,1.8720983266830444,1.9310012214324053,1.967900574207306,1.6081664702471563,1.6718396544456482,2.2880545644199146,2.306890845298767,2.254731949637918,2.2747198343276978,0.7061436281484716,0.7655056118965149,1.9142429968890025,1.935007214546204,1.9980667198405544,2.0303308367729187,2.0499915375429043,2.1293368339538574,2.3304959465475643,2.3555352687835693,2.3494538138894474,2.371047616004944
48,0.700761921265546,0.7694366574287415,0.6924234243000255,0.7263768315315247,0.7040743722635157,0.7751868963241577,1.807340046938728,1.8719050884246824,1.9313081643160648,1.967713713645935,1.6077103544684015,1.6716604828834534,2.288009278914508,2.3067729473114014,2.254306190154132,2.2745999097824097,0.7068494032411015,0.765358179807663,1.9134268339942484,1.9348551034927368,1.9975785297506,2.030094802379608,2.0499460416681625,2.1291215419769287,2.3311535190133488,2.3554126024246216,2.3486646624172436,2.370928406715393
49,0.7009573263280532,0.7694084942340851,0.6939146203153274,0.7263491153717041,0.7050302309148452,0.7751532793045044,1.806446341907277,1.871854305267334,1.9317156988031725,1.967667520046234,1.6084499499377083,1.671611189842224,2.2877602296717026,2.3067431449890137,2.2547724527471207,2.274571776390076,0.7071771621704102,0.7653115689754486,1.9133791362538053,1.934816002845764,1.996936328270856,2.0300517082214355,2.0489976616466747,2.129064917564392,2.330817362841438,2.3553788661956787,2.348889883826761,2.3709036111831665
